step,epoch,loss
2961,14,0.0196
2962,14,0.0196
2963,14,0.0215
2964,14,0.0215
2965,14,0.0309
2966,14,0.0309
2967,14,0.0199
2968,14,0.0199
2969,14,0.0198
2970,14,0.0198
2971,14,0.0167
2972,14,0.0167
2973,14,0.0193
2974,14,0.0193
2975,14,0.0336
2976,14,0.0336
2977,14,0.0325
2978,14,0.0325
2979,14,0.025
2980,14,0.025
2981,14,0.0433
2982,14,0.0433
2983,14,0.0266
2984,14,0.0266
2985,14,0.0266
2986,15,0.0295
2987,15,0.0295
2988,15,0.0254
2989,15,0.0254
2990,15,0.032
2991,15,0.032
2992,15,0.0191
2993,15,0.0191
2994,15,0.0232
2995,15,0.0232
2996,15,0.0213
2997,15,0.0213
2998,15,0.0213
2999,15,0.0213
3000,15,0.0272
3001,15,0.0272
3002,15,0.0194
3003,15,0.0194
3004,15,0.0283
3005,15,0.0283
3006,15,0.0291
3007,15,0.0291
3008,15,0.0267
3009,15,0.0267
3010,15,0.0291
3011,15,0.0291
3012,15,0.0197
3013,15,0.0197
3014,15,0.0194
3015,15,0.0194
3016,15,0.0374
3017,15,0.0374
3018,15,0.0179
3019,15,0.0179
3020,15,0.0195
3021,15,0.0195
3022,15,0.0351
3023,15,0.0351
3024,15,0.0234
3025,15,0.0234
3026,15,0.0193
3027,15,0.0193
3028,15,0.0351
3029,15,0.0351
3030,15,0.0208
3031,15,0.0208
3032,15,0.0274
3033,15,0.0274
3034,15,0.0181
3035,15,0.0181
3036,15,0.0165
3037,15,0.0165
3038,15,0.0276
3039,15,0.0276
3040,15,0.0404
3041,15,0.0404
3042,15,0.0175
3043,15,0.0175
3044,15,0.0137
3045,15,0.0137
3046,15,0.0383
3047,15,0.0383
3048,15,0.0172
3049,15,0.0172
3050,15,0.0161
3051,15,0.0161
3052,15,0.0278
3053,15,0.0278
3054,15,0.0218
3055,15,0.0218
3056,15,0.0294
3057,15,0.0294
3058,15,0.0287
3059,15,0.0287
3060,15,0.0241
3061,15,0.0241
3062,15,0.0293
3063,15,0.0293
3064,15,0.0217
3065,15,0.0217
3066,15,0.0183
3067,15,0.0183
3068,15,0.0303
3069,15,0.0303
3070,15,0.0375
3071,15,0.0375
3072,15,0.0127
3073,15,0.0127
3074,15,0.0191
3075,15,0.0191
3076,15,0.0235
3077,15,0.0235
3078,15,0.0265
3079,15,0.0265
3080,15,0.0271
3081,15,0.0271
3082,15,0.0336
3083,15,0.0336
3084,15,0.0225
3085,15,0.0225
3086,15,0.0195
3087,15,0.0195
3088,15,0.0231
3089,15,0.0231
3090,15,0.0285
3091,15,0.0285
3092,15,0.0174
3093,15,0.0174
3094,15,0.0268
3095,15,0.0268
3096,15,0.0403
3097,15,0.0403
3098,15,0.0209
3099,15,0.0209
3100,15,0.02
3101,15,0.02
3102,15,0.0208
3103,15,0.0208
3104,15,0.0182
3105,15,0.0182
3106,15,0.0285
3107,15,0.0285
3108,15,0.0203
3109,15,0.0203
3110,15,0.0201
3111,15,0.0201
3112,15,0.0296
3113,15,0.0296
3114,15,0.025
3115,15,0.025
3116,15,0.0247
3117,15,0.0247
3118,15,0.0329
3119,15,0.0329
3120,15,0.0244
3121,15,0.0244
3122,15,0.0212
3123,15,0.0212
3124,15,0.0137
3125,15,0.0137
3126,15,0.0393
3127,15,0.0393
3128,15,0.0383
3129,15,0.0383
3130,15,0.0431
3131,15,0.0431
3132,15,0.0269
3133,15,0.0269
3134,15,0.033
3135,15,0.033
3136,15,0.0198
3137,15,0.0198
3138,15,0.0212
3139,15,0.0212
3140,15,0.0208
3141,15,0.0208
3142,15,0.0201
3143,15,0.0201
3144,15,0.0184
3145,15,0.0184
3146,15,0.0201
3147,15,0.0201
3148,15,0.0211
3149,15,0.0211
3150,15,0.027
3151,15,0.027
3152,15,0.0331
3153,15,0.0331
3154,15,0.0213
3155,15,0.0213
3156,15,0.0234
3157,15,0.0234
3158,15,0.0223
3159,15,0.0223
3160,15,0.0238
3161,15,0.0238
3162,15,0.018
3163,15,0.018
3164,15,0.0229
3165,15,0.0229
3166,15,0.0264
3167,15,0.0264
3168,15,0.0162
3169,15,0.0162
3170,15,0.0163
3171,15,0.0163
3172,15,0.0428
3173,15,0.0428
3174,15,0.0171
3175,15,0.0171
3176,15,0.0247
3177,15,0.0247
3178,15,0.0361
3179,15,0.0361
3180,15,0.0188
3181,15,0.0188
3182,15,0.0234
3183,15,0.0234
3184,15,0.0234
3185,16,0.0191
3186,16,0.0191
3187,16,0.0177
3188,16,0.0177
3189,16,0.016
3190,16,0.016
3191,16,0.0379
3192,16,0.0379
3193,16,0.0124
3194,16,0.0124
3195,16,0.0291
3196,16,0.0291
3197,16,0.0198
3198,16,0.0198
3199,16,0.0276
3200,16,0.0276
3201,16,0.0199
3202,16,0.0199
3203,16,0.0207
3204,16,0.0207
3205,16,0.0219
3206,16,0.0219
3207,16,0.0421
3208,16,0.0421
3209,16,0.0136
3210,16,0.0136
3211,16,0.0206
3212,16,0.0206
3213,16,0.0267
3214,16,0.0267
3215,16,0.027
3216,16,0.027
3217,16,0.0208
3218,16,0.0208
3219,16,0.0234
3220,16,0.0234
3221,16,0.0276
3222,16,0.0276
3223,16,0.0186
3224,16,0.0186
3225,16,0.0224
3226,16,0.0224
3227,16,0.0278
3228,16,0.0278
3229,16,0.0195
3230,16,0.0195
3231,16,0.0199
3232,16,0.0199
3233,16,0.0282
3234,16,0.0282
3235,16,0.0249
3236,16,0.0249
3237,16,0.0241
3238,16,0.0241
3239,16,0.0257
3240,16,0.0257
3241,16,0.024
3242,16,0.024
3243,16,0.0184
3244,16,0.0184
3245,16,0.0391
3246,16,0.0391
3247,16,0.0226
3248,16,0.0226
3249,16,0.0202
3250,16,0.0202
3251,16,0.0288
3252,16,0.0288
3253,16,0.0187
3254,16,0.0187
3255,16,0.0399
3256,16,0.0399
3257,16,0.0188
3258,16,0.0188
3259,16,0.019
3260,16,0.019
3261,16,0.016
3262,16,0.016
3263,16,0.0249
3264,16,0.0249
3265,16,0.0237
3266,16,0.0237
3267,16,0.0288
3268,16,0.0288
3269,16,0.0316
3270,16,0.0316
3271,16,0.0286
3272,16,0.0286
3273,16,0.021
3274,16,0.021
3275,16,0.0183
3276,16,0.0183
3277,16,0.0227
3278,16,0.0227
3279,16,0.0233
3280,16,0.0233
3281,16,0.0151
3282,16,0.0151
3283,16,0.0263
3284,16,0.0263
3285,16,0.035
3286,16,0.035
3287,16,0.026
3288,16,0.026
3289,16,0.0282
3290,16,0.0282
3291,16,0.0277
3292,16,0.0277
3293,16,0.0303
3294,16,0.0303
3295,16,0.0356
3296,16,0.0356
3297,16,0.0181
3298,16,0.0181
3299,16,0.0179
3300,16,0.0179
3301,16,0.0253
3302,16,0.0253
3303,16,0.0263
3304,16,0.0263
3305,16,0.027
3306,16,0.027
3307,16,0.0228
3308,16,0.0228
3309,16,0.0288
3310,16,0.0288
3311,16,0.0203
3312,16,0.0203
3313,16,0.0385
3314,16,0.0385
3315,16,0.0359
3316,16,0.0359
3317,16,0.0208
3318,16,0.0208
3319,16,0.0193
3320,16,0.0193
3321,16,0.0207
3322,16,0.0207
3323,16,0.022
3324,16,0.022
3325,16,0.0284
3326,16,0.0284
3327,16,0.0283
3328,16,0.0283
3329,16,0.0376
3330,16,0.0376
3331,16,0.0426
3332,16,0.0426
3333,16,0.0159
3334,16,0.0159
3335,16,0.0259
3336,16,0.0259
3337,16,0.0192
3338,16,0.0192
3339,16,0.0133
3340,16,0.0133
3341,16,0.023
3342,16,0.023
3343,16,0.0241
3344,16,0.0241
3345,16,0.0213
3346,16,0.0213
3347,16,0.022
3348,16,0.022
3349,16,0.0403
3350,16,0.0403
3351,16,0.0324
3352,16,0.0324
3353,16,0.0359
3354,16,0.0359
3355,16,0.0185
3356,16,0.0185
3357,16,0.032
3358,16,0.032
3359,16,0.0203
3360,16,0.0203
3361,16,0.0169
3362,16,0.0169
3363,16,0.0195
3364,16,0.0195
3365,16,0.0162
3366,16,0.0162
3367,16,0.0223
3368,16,0.0223
3369,16,0.0259
3370,16,0.0259
3371,16,0.0246
3372,16,0.0246
3373,16,0.0185
3374,16,0.0185
3375,16,0.0167
3376,16,0.0167
3377,16,0.0175
3378,16,0.0175
3379,16,0.0206
3380,16,0.0206
3381,16,0.0329
3382,16,0.0329
3383,16,0.0329
3384,17,0.0257
3385,17,0.0257
3386,17,0.0167
3387,17,0.0167
3388,17,0.0248
3389,17,0.0248
3390,17,0.0244
3391,17,0.0244
3392,17,0.0215
3393,17,0.0215
3394,17,0.0325
3395,17,0.0325
3396,17,0.0269
3397,17,0.0269
3398,17,0.0275
3399,17,0.0275
3400,17,0.0239
3401,17,0.0239
3402,17,0.0271
3403,17,0.0271
3404,17,0.0205
3405,17,0.0205
3406,17,0.0341
3407,17,0.0341
3408,17,0.0182
3409,17,0.0182
3410,17,0.0161
3411,17,0.0161
3412,17,0.0278
3413,17,0.0278
3414,17,0.0253
3415,17,0.0253
3416,17,0.0348
3417,17,0.0348
3418,17,0.0214
3419,17,0.0214
3420,17,0.026
3421,17,0.026
3422,17,0.0223
3423,17,0.0223
3424,17,0.0442
3425,17,0.0442
3426,17,0.0278
3427,17,0.0278
3428,17,0.0166
3429,17,0.0166
3430,17,0.0218
3431,17,0.0218
3432,17,0.0419
3433,17,0.0419
3434,17,0.0299
3435,17,0.0299
3436,17,0.0276
3437,17,0.0276
3438,17,0.0197
3439,17,0.0197
3440,17,0.0188
3441,17,0.0188
3442,17,0.018
3443,17,0.018
3444,17,0.0125
3445,17,0.0125
3446,17,0.0219
3447,17,0.0219
3448,17,0.0183
3449,17,0.0183
3450,17,0.0342
3451,17,0.0342
3452,17,0.0201
3453,17,0.0201
3454,17,0.0265
3455,17,0.0265
3456,17,0.0389
3457,17,0.0389
3458,17,0.0168
3459,17,0.0168
3460,17,0.0208
3461,17,0.0208
3462,17,0.015
3463,17,0.015
3464,17,0.0185
3465,17,0.0185
3466,17,0.0172
3467,17,0.0172
3468,17,0.0375
3469,17,0.0375
3470,17,0.0175
3471,17,0.0175
3472,17,0.0396
3473,17,0.0396
3474,17,0.0131
3475,17,0.0131
3476,17,0.0281
3477,17,0.0281
3478,17,0.0216
3479,17,0.0216
3480,17,0.0231
3481,17,0.0231
3482,17,0.0142
3483,17,0.0142
3484,17,0.0219
3485,17,0.0219
3486,17,0.0251
3487,17,0.0251
3488,17,0.0308
3489,17,0.0308
3490,17,0.0201
3491,17,0.0201
3492,17,0.0227
3493,17,0.0227
3494,17,0.0233
3495,17,0.0233
3496,17,0.0259
3497,17,0.0259
3498,17,0.0225
3499,17,0.0225
3500,17,0.0178
3501,17,0.0178
3502,17,0.0259
3503,17,0.0259
3504,17,0.0185
3505,17,0.0185
3506,17,0.0403
3507,17,0.0403
3508,17,0.023
3509,17,0.023
3510,17,0.0157
3511,17,0.0157
3512,17,0.0203
3513,17,0.0203
3514,17,0.0191
3515,17,0.0191
3516,17,0.0262
3517,17,0.0262
3518,17,0.0247
3519,17,0.0247
3520,17,0.0362
3521,17,0.0362
3522,17,0.0193
3523,17,0.0193
3524,17,0.0223
3525,17,0.0223
3526,17,0.0264
3527,17,0.0264
3528,17,0.02
3529,17,0.02
3530,17,0.0241
3531,17,0.0241
3532,17,0.0266
3533,17,0.0266
3534,17,0.032
3535,17,0.032
3536,17,0.0202
3537,17,0.0202
3538,17,0.0369
3539,17,0.0369
3540,17,0.0187
3541,17,0.0187
3542,17,0.0183
3543,17,0.0183
3544,17,0.0298
3545,17,0.0298
3546,17,0.0233
3547,17,0.0233
3548,17,0.0317
3549,17,0.0317
3550,17,0.0151
3551,17,0.0151
3552,17,0.0196
3553,17,0.0196
3554,17,0.0169
3555,17,0.0169
3556,17,0.0188
3557,17,0.0188
3558,17,0.0202
3559,17,0.0202
3560,17,0.0352
3561,17,0.0352
3562,17,0.0326
3563,17,0.0326
3564,17,0.0226
3565,17,0.0226
3566,17,0.0205
3567,17,0.0205
3568,17,0.0206
3569,17,0.0206
3570,17,0.0277
3571,17,0.0277
3572,17,0.0272
3573,17,0.0272
3574,17,0.0286
3575,17,0.0286
3576,17,0.0286
3577,17,0.0286
3578,17,0.0193
3579,17,0.0193
3580,17,0.0188
3581,17,0.0188
3582,17,0.0188
3583,18,0.0249
3584,18,0.0249
3585,18,0.0212
3586,18,0.0212
3587,18,0.0173
3588,18,0.0173
3589,18,0.0184
3590,18,0.0184
3591,18,0.0208
3592,18,0.0208
3593,18,0.0126
3594,18,0.0126
3595,18,0.0198
3596,18,0.0198
3597,18,0.0203
3598,18,0.0203
3599,18,0.0157
3600,18,0.0157
3601,18,0.0183
3602,18,0.0183
3603,18,0.0296
3604,18,0.0296
3605,18,0.0239
3606,18,0.0239
3607,18,0.0276
3608,18,0.0276
3609,18,0.0279
3610,18,0.0279
3611,18,0.0302
3612,18,0.0302
3613,18,0.0137
3614,18,0.0137
3615,18,0.0228
3616,18,0.0228
3617,18,0.0404
3618,18,0.0404
3619,18,0.02
3620,18,0.02
3621,18,0.0197
3622,18,0.0197
3623,18,0.0204
3624,18,0.0204
3625,18,0.0177
3626,18,0.0177
3627,18,0.0196
3628,18,0.0196
3629,18,0.016
3630,18,0.016
3631,18,0.0271
3632,18,0.0271
3633,18,0.0179
3634,18,0.0179
3635,18,0.0295
3636,18,0.0295
3637,18,0.022
3638,18,0.022
3639,18,0.0186
3640,18,0.0186
3641,18,0.0227
3642,18,0.0227
3643,18,0.0186
3644,18,0.0186
3645,18,0.0312
3646,18,0.0312
3647,18,0.018
3648,18,0.018
3649,18,0.0354
3650,18,0.0354
3651,18,0.0364
3652,18,0.0364
3653,18,0.0367
3654,18,0.0367
3655,18,0.0415
3656,18,0.0415
3657,18,0.0255
3658,18,0.0255
3659,18,0.032
3660,18,0.032
3661,18,0.0272
3662,18,0.0272
3663,18,0.0258
3664,18,0.0258
3665,18,0.0219
3666,18,0.0219
3667,18,0.0208
3668,18,0.0208
3669,18,0.0276
3670,18,0.0276
3671,18,0.0203
3672,18,0.0203
3673,18,0.0213
3674,18,0.0213
3675,18,0.0346
3676,18,0.0346
3677,18,0.0281
3678,18,0.0281
3679,18,0.0261
3680,18,0.0261
3681,18,0.0394
3682,18,0.0394
3683,18,0.0362
3684,18,0.0362
3685,18,0.0211
3686,18,0.0211
3687,18,0.0158
3688,18,0.0158
3689,18,0.0322
3690,18,0.0322
3691,18,0.0206
3692,18,0.0206
3693,18,0.0265
3694,18,0.0265
3695,18,0.0159
3696,18,0.0159
3697,18,0.0228
3698,18,0.0228
3699,18,0.0186
3700,18,0.0186
3701,18,0.025
3702,18,0.025
3703,18,0.0243
3704,18,0.0243
3705,18,0.0263
3706,18,0.0263
3707,18,0.0187
3708,18,0.0187
3709,18,0.0254
3710,18,0.0254
3711,18,0.0219
3712,18,0.0219
3713,18,0.0131
3714,18,0.0131
3715,18,0.0423
3716,18,0.0423
3717,18,0.0331
3718,18,0.0331
3719,18,0.0264
3720,18,0.0264
3721,18,0.0204
3722,18,0.0204
3723,18,0.0275
3724,18,0.0275
3725,18,0.022
3726,18,0.022
3727,18,0.0186
3728,18,0.0186
3729,18,0.0244
3730,18,0.0244
3731,18,0.0386
3732,18,0.0386
3733,18,0.0189
3734,18,0.0189
3735,18,0.0302
3736,18,0.0302
3737,18,0.0172
3738,18,0.0172
3739,18,0.0235
3740,18,0.0235
3741,18,0.0166
3742,18,0.0166
3743,18,0.0202
3744,18,0.0202
3745,18,0.0208
3746,18,0.0208
3747,18,0.0196
3748,18,0.0196
3749,18,0.0159
3750,18,0.0159
3751,18,0.0197
3752,18,0.0197
3753,18,0.0202
3754,18,0.0202
3755,18,0.0188
3756,18,0.0188
3757,18,0.0338
3758,18,0.0338
3759,18,0.0194
3760,18,0.0194
3761,18,0.0343
3762,18,0.0343
3763,18,0.0175
3764,18,0.0175
3765,18,0.0229
3766,18,0.0229
3767,18,0.0265
3768,18,0.0265
3769,18,0.0257
3770,18,0.0257
3771,18,0.0279
3772,18,0.0279
3773,18,0.0178
3774,18,0.0178
3775,18,0.0184
3776,18,0.0184
3777,18,0.0396
3778,18,0.0396
3779,18,0.0282
3780,18,0.0282
3781,18,0.0282
3782,19,0.0273
3783,19,0.0273
3784,19,0.0225
3785,19,0.0225
3786,19,0.0391
3787,19,0.0391
3788,19,0.0303
3789,19,0.0303
3790,19,0.0168
3791,19,0.0168
3792,19,0.0227
3793,19,0.0227
3794,19,0.041
3795,19,0.041
3796,19,0.0228
3797,19,0.0228
3798,19,0.0216
3799,19,0.0216
3800,19,0.017
3801,19,0.017
3802,19,0.0276
3803,19,0.0276
3804,19,0.0265
3805,19,0.0265
3806,19,0.02
3807,19,0.02
3808,19,0.0209
3809,19,0.0209
3810,19,0.017
3811,19,0.017
3812,19,0.024
3813,19,0.024
3814,19,0.0203
3815,19,0.0203
3816,19,0.0193
3817,19,0.0193
3818,19,0.0271
3819,19,0.0271
3820,19,0.0281
3821,19,0.0281
3822,19,0.0175
3823,19,0.0175
3824,19,0.0278
3825,19,0.0278
3826,19,0.0117
3827,19,0.0117
3828,19,0.0189
3829,19,0.0189
3830,19,0.0185
3831,19,0.0185
3832,19,0.0189
3833,19,0.0189
3834,19,0.0338
3835,19,0.0338
3836,19,0.0226
3837,19,0.0226
3838,19,0.0166
3839,19,0.0166
3840,19,0.0256
3841,19,0.0256
3842,19,0.0195
3843,19,0.0195
3844,19,0.0242
3845,19,0.0242
3846,19,0.0216
3847,19,0.0216
3848,19,0.0177
3849,19,0.0177
3850,19,0.0201
3851,19,0.0201
3852,19,0.0168
3853,19,0.0168
3854,19,0.0267
3855,19,0.0267
3856,19,0.0185
3857,19,0.0185
3858,19,0.0203
3859,19,0.0203
3860,19,0.0333
3861,19,0.0333
3862,19,0.0308
3863,19,0.0308
3864,19,0.0275
3865,19,0.0275
3866,19,0.0184
3867,19,0.0184
3868,19,0.0241
3869,19,0.0241
3870,19,0.0199
3871,19,0.0199
3872,19,0.0214
3873,19,0.0214
3874,19,0.0192
3875,19,0.0192
3876,19,0.0207
3877,19,0.0207
3878,19,0.0188
3879,19,0.0188
3880,19,0.0274
3881,19,0.0274
3882,19,0.0354
3883,19,0.0354
3884,19,0.036
3885,19,0.036
3886,19,0.0262
3887,19,0.0262
3888,19,0.0125
3889,19,0.0125
3890,19,0.0157
3891,19,0.0157
3892,19,0.0189
3893,19,0.0189
3894,19,0.025
3895,19,0.025
3896,19,0.023
3897,19,0.023
3898,19,0.0254
3899,19,0.0254
3900,19,0.0277
3901,19,0.0277
3902,19,0.0154
3903,19,0.0154
3904,19,0.0277
3905,19,0.0277
3906,19,0.0394
3907,19,0.0394
3908,19,0.0294
3909,19,0.0294
3910,19,0.0194
3911,19,0.0194
3912,19,0.0219
3913,19,0.0219
3914,19,0.0213
3915,19,0.0213
3916,19,0.0277
3917,19,0.0277
3918,19,0.0318
3919,19,0.0318
3920,19,0.0223
3921,19,0.0223
3922,19,0.0274
3923,19,0.0274
3924,19,0.0381
3925,19,0.0381
3926,19,0.0184
3927,19,0.0184
3928,19,0.0164
3929,19,0.0164
3930,19,0.0343
3931,19,0.0343
3932,19,0.0219
3933,19,0.0219
3934,19,0.0187
3935,19,0.0187
3936,19,0.0164
3937,19,0.0164
3938,19,0.0226
3939,19,0.0226
3940,19,0.0156
3941,19,0.0156
3942,19,0.0224
3943,19,0.0224
3944,19,0.0197
3945,19,0.0197
3946,19,0.0374
3947,19,0.0374
3948,19,0.0433
3949,19,0.0433
3950,19,0.0186
3951,19,0.0186
3952,19,0.0361
3953,19,0.0361
3954,19,0.0262
3955,19,0.0262
3956,19,0.0273
3957,19,0.0273
3958,19,0.0126
3959,19,0.0126
3960,19,0.0141
3961,19,0.0141
3962,19,0.0219
3963,19,0.0219
3964,19,0.0261
3965,19,0.0261
3966,19,0.0235
3967,19,0.0235
3968,19,0.0232
3969,19,0.0232
3970,19,0.0183
3971,19,0.0183
3972,19,0.0196
3973,19,0.0196
3974,19,0.0212
3975,19,0.0212
3976,19,0.0237
3977,19,0.0237
3978,19,0.0322
3979,19,0.0322
3980,19,0.0322
3981,20,0.0216
3982,20,0.0216
3983,20,0.0189
3984,20,0.0189
3985,20,0.025
3986,20,0.025
3987,20,0.0307
3988,20,0.0307
3989,20,0.0158
3990,20,0.0158
3991,20,0.0264
3992,20,0.0264
3993,20,0.021
3994,20,0.021
3995,20,0.0264
3996,20,0.0264
3997,20,0.033
3998,20,0.033
3999,20,0.0188
4000,20,0.0188
4001,20,0.0183
4002,20,0.0183
4003,20,0.032
4004,20,0.032
4005,20,0.0186
4006,20,0.0186
4007,20,0.0224
4008,20,0.0224
4009,20,0.0175
4010,20,0.0175
4011,20,0.0213
4012,20,0.0213
4013,20,0.0405
4014,20,0.0405
4015,20,0.0207
4016,20,0.0207
4017,20,0.0225
4018,20,0.0225
4019,20,0.0188
4020,20,0.0188
4021,20,0.012
4022,20,0.012
4023,20,0.0176
4024,20,0.0176
4025,20,0.0197
4026,20,0.0197
4027,20,0.0346
4028,20,0.0346
4029,20,0.0237
4030,20,0.0237
4031,20,0.0188
4032,20,0.0188
4033,20,0.0305
4034,20,0.0305
4035,20,0.0249
4036,20,0.0249
4037,20,0.0271
4038,20,0.0271
4039,20,0.0144
4040,20,0.0144
4041,20,0.0164
4042,20,0.0164
4043,20,0.0258
4044,20,0.0258
4045,20,0.0146
4046,20,0.0146
4047,20,0.0143
4048,20,0.0143
4049,20,0.0287
4050,20,0.0287
4051,20,0.0158
4052,20,0.0158
4053,20,0.0229
4054,20,0.0229
4055,20,0.0153
4056,20,0.0153
4057,20,0.0341
4058,20,0.0341
4059,20,0.0267
4060,20,0.0267
4061,20,0.0175
4062,20,0.0175
4063,20,0.0186
4064,20,0.0186
4065,20,0.0183
4066,20,0.0183
4067,20,0.0218
4068,20,0.0218
4069,20,0.039
4070,20,0.039
4071,20,0.0198
4072,20,0.0198
4073,20,0.0238
4074,20,0.0238
4075,20,0.0166
4076,20,0.0166
4077,20,0.0243
4078,20,0.0243
4079,20,0.027
4080,20,0.027
4081,20,0.0234
4082,20,0.0234
4083,20,0.0269
4084,20,0.0269
4085,20,0.039
4086,20,0.039
4087,20,0.0183
4088,20,0.0183
4089,20,0.0208
4090,20,0.0208
4091,20,0.0211
4092,20,0.0211
4093,20,0.0196
4094,20,0.0196
4095,20,0.0276
4096,20,0.0276
4097,20,0.0205
4098,20,0.0205
4099,20,0.0197
4100,20,0.0197
4101,20,0.0189
4102,20,0.0189
4103,20,0.0254
4104,20,0.0254
4105,20,0.0216
4106,20,0.0216
4107,20,0.0272
4108,20,0.0272
4109,20,0.0282
4110,20,0.0282
4111,20,0.0256
4112,20,0.0256
4113,20,0.0357
4114,20,0.0357
4115,20,0.0172
4116,20,0.0172
4117,20,0.025
4118,20,0.025
4119,20,0.0316
4120,20,0.0316
4121,20,0.0304
4122,20,0.0304
4123,20,0.0165
4124,20,0.0165
4125,20,0.0374
4126,20,0.0374
4127,20,0.0192
4128,20,0.0192
4129,20,0.013
4130,20,0.013
4131,20,0.0348
4132,20,0.0348
4133,20,0.0274
4134,20,0.0274
4135,20,0.0166
4136,20,0.0166
4137,20,0.017
4138,20,0.017
4139,20,0.0366
4140,20,0.0366
4141,20,0.0273
4142,20,0.0273
4143,20,0.0194
4144,20,0.0194
4145,20,0.0278
4146,20,0.0278
4147,20,0.0271
4148,20,0.0271
4149,20,0.0209
4150,20,0.0209
4151,20,0.0223
4152,20,0.0223
4153,20,0.0199
4154,20,0.0199
4155,20,0.016
4156,20,0.016
4157,20,0.0176
4158,20,0.0176
4159,20,0.0381
4160,20,0.0381
4161,20,0.02
4162,20,0.02
4163,20,0.0128
4164,20,0.0128
4165,20,0.0211
4166,20,0.0211
4167,20,0.0182
4168,20,0.0182
4169,20,0.0227
4170,20,0.0227
4171,20,0.0402
4172,20,0.0402
4173,20,0.0212
4174,20,0.0212
4175,20,0.0256
4176,20,0.0256
4177,20,0.0218
4178,20,0.0218
4179,20,0.0218
4180,21,0.0315
4181,21,0.0315
4182,21,0.0124
4183,21,0.0124
4184,21,0.0225
4185,21,0.0225
4186,21,0.0222
4187,21,0.0222
4188,21,0.0369
4189,21,0.0369
4190,21,0.0216
4191,21,0.0216
4192,21,0.016
4193,21,0.016
4194,21,0.0242
4195,21,0.0242
4196,21,0.0226
4197,21,0.0226
4198,21,0.0193
4199,21,0.0193
4200,21,0.0326
4201,21,0.0326
4202,21,0.0185
4203,21,0.0185
4204,21,0.021
4205,21,0.021
4206,21,0.0256
4207,21,0.0256
4208,21,0.0175
4209,21,0.0175
4210,21,0.0206
4211,21,0.0206
4212,21,0.0194
4213,21,0.0194
4214,21,0.0147
4215,21,0.0147
4216,21,0.0286
4217,21,0.0286
4218,21,0.018
4219,21,0.018
4220,21,0.0331
4221,21,0.0331
4222,21,0.0189
4223,21,0.0189
4224,21,0.0262
4225,21,0.0262
4226,21,0.0149
4227,21,0.0149
4228,21,0.0179
4229,21,0.0179
4230,21,0.02
4231,21,0.02
4232,21,0.0219
4233,21,0.0219
4234,21,0.0171
4235,21,0.0171
4236,21,0.016
4237,21,0.016
4238,21,0.0385
4239,21,0.0385
4240,21,0.017
4241,21,0.017
4242,21,0.0221
4243,21,0.0221
4244,21,0.0353
4245,21,0.0353
4246,21,0.0242
4247,21,0.0242
4248,21,0.0163
4249,21,0.0163
4250,21,0.0202
4251,21,0.0202
4252,21,0.0268
4253,21,0.0268
4254,21,0.02
4255,21,0.02
4256,21,0.0243
4257,21,0.0243
4258,21,0.027
4259,21,0.027
4260,21,0.021
4261,21,0.021
4262,21,0.02
4263,21,0.02
4264,21,0.0188
4265,21,0.0188
4266,21,0.0115
4267,21,0.0115
4268,21,0.0237
4269,21,0.0237
4270,21,0.0185
4271,21,0.0185
4272,21,0.0307
4273,21,0.0307
4274,21,0.0233
4275,21,0.0233
4276,21,0.0153
4277,21,0.0153
4278,21,0.0182
4279,21,0.0182
4280,21,0.021
4281,21,0.021
4282,21,0.0124
4283,21,0.0124
4284,21,0.0272
4285,21,0.0272
4286,21,0.0177
4287,21,0.0177
4288,21,0.0346
4289,21,0.0346
4290,21,0.0404
4291,21,0.0404
4292,21,0.0218
4293,21,0.0218
4294,21,0.0256
4295,21,0.0256
4296,21,0.0271
4297,21,0.0271
4298,21,0.0229
4299,21,0.0229
4300,21,0.0317
4301,21,0.0317
4302,21,0.0267
4303,21,0.0267
4304,21,0.0393
4305,21,0.0393
4306,21,0.0213
4307,21,0.0213
4308,21,0.0269
4309,21,0.0269
4310,21,0.0194
4311,21,0.0194
4312,21,0.0217
4313,21,0.0217
4314,21,0.0167
4315,21,0.0167
4316,21,0.0149
4317,21,0.0149
4318,21,0.0179
4319,21,0.0179
4320,21,0.0195
4321,21,0.0195
4322,21,0.0357
4323,21,0.0357
4324,21,0.0178
4325,21,0.0178
4326,21,0.0186
4327,21,0.0186
4328,21,0.0205
4329,21,0.0205
4330,21,0.0164
4331,21,0.0164
4332,21,0.0199
4333,21,0.0199
4334,21,0.0274
4335,21,0.0274
4336,21,0.0275
4337,21,0.0275
4338,21,0.0258
4339,21,0.0258
4340,21,0.0224
4341,21,0.0224
4342,21,0.0374
4343,21,0.0374
4344,21,0.0264
4345,21,0.0264
4346,21,0.02
4347,21,0.02
4348,21,0.0255
4349,21,0.0255
4350,21,0.0253
4351,21,0.0253
4352,21,0.0314
4353,21,0.0314
4354,21,0.0203
4355,21,0.0203
4356,21,0.0296
4357,21,0.0296
4358,21,0.0334
4359,21,0.0334
4360,21,0.0254
4361,21,0.0254
4362,21,0.016
4363,21,0.016
4364,21,0.0269
4365,21,0.0269
4366,21,0.0178
4367,21,0.0178
4368,21,0.0396
4369,21,0.0396
4370,21,0.025
4371,21,0.025
4372,21,0.0171
